lnwtp_pred,lnwtp_y,wtp_y,wtp_ypred,TE_MA,TE_BT
32.735256308016524,6.224336334,503.887854339915,164718044681174.2,32689425486638.945,56.72196593801233
32.72508516792469,6.263901934,524.264494092862,163051165772667.03,31100936189522.273,58.40405755251845
5.298086378725132,5.631679181,278.1304348510355,198.95380777054567,28.46744446464344,21.593349770496967
18.19474265417873,5.764055812,317.6380477390439,79776748.01027313,25115514.636888165,31.345517708695507
18.866917831123022,5.789734595,325.9262450005859,156242184.28015456,47937795.9739415,33.09137862308229
19.461093599598126,5.815704776,334.5277871225054,283038530.37219167,84608276.72313954,34.81176582930969
20.555933271456013,5.865422667,351.6311701726298,845918240.3380382,240569653.79137835,37.982529498625915
22.455809207144593,5.956624176,385.3038268333703,5655018437.893268,1467677624.4516842,43.402389997606846
5.472430876813918,4.682086399,106.99515867109895,237.0381314022051,121.54098778511626,103.8155370242486
3.7030059677372913,3.637621922,37.0013589906975,39.56907057299959,6.939506148808327,489.36418332708485
4.395633771577018,3.156330333,22.4842582032571,80.09601082606694,256.2315025116734,869.8908243450828
3.95005773307423,3.39889197,28.93091731274919,50.938365309774824,76.06896027222564,653.7706284181579
4.64483580454195,2.873110256,16.691959237571385,103.04628045610907,517.3408345268755,1206.453928695167
19.911888475486204,2.575884178,12.142932714585427,444245756.6491813,3658471597.8261566,1695.8821181106448
22.733950375711107,3.278461347,25.534913249800763,7468428025.386058,29247908253.259552,754.0180070404145
