"","y_prep_linfresh","V2","wtp_y","wtp_ypred","TE"
"1",6.14853976776196,5.265,192.446308787422,467.03345001849,1.42682467105347
"2",1.59245821483561,1.053,1.86623694371646,3.91581822507681,1.09824279722957
"3",1.98449519175255,2.076,6.97251498909479,6.27537378960837,0.099984180826684
"4",2.12804447999852,1.832,5.24636690793109,7.39842745006931,0.410200159444602
"5",2.18485969465046,2.947,18.0487217579264,7.8894012353232,0.562883103793295
"6",4.4021180604496,4.695,108.398808641813,80.6235693591639,0.256231960762853
"7",3.15899152922365,4.164,63.3283219466307,22.5468376536692,0.643969128494037
"8",2.13289155530044,2.197,7.99797903091445,7.43923407684085,0.0698607675656424
"9",2.57004588776624,2.482,10.9651708451433,12.0664240161887,0.100431920906471
"10",2.8523169653281,2.742,14.5179900611624,16.3278834707955,0.124665563346456
"11",5.53836655570988,5.554,257.268566776458,253.262336707914,0.0155721708203295
"12",5.00880268997041,6.055,425.238905454607,148.725361110168,0.650254576421761
"13",3.99515213573944,3.853,46.1342541016861,53.3341061544724,0.156063042374477
"14",4.89376048646406,3.734,40.8461584745728,132.454485411753,2.24276481212321
"15",5.36467455616975,3.857,46.3231686953942,212.721668963132,3.5921225804288
"16",4.08525241257766,4.287,71.7478971151392,58.4569435377178,0.185245200372805
"17",1.78576632862864,2.932,17.7651232379099,4.96414869466836,0.720567731043086
"18",2.19909308689319,4.685,107.310272308184,8.01683230677855,0.925292964649693
"19",4.28752878852844,3.586,35.0894291092673,71.7863755411806,1.04581201129378
"20",4.26416286103251,3.307,26.3030932054114,70.1053699750565,1.6652899500289
"21",4.30677485395372,3.491,31.8187500523777,73.2007942247554,1.30055530478908
"22",7.1989052470863,6.226536669,504.999999854542,1336.96522101271,1.64745588395604
"23",7.21100462765111,6.180016654,482.000000167807,1353.25210330505,1.80757697683385
"24",5.25530928388946,3.589059119,35.2000000060915,190.580729525522,4.41422526967445
"25",5.26478557550755,5.451767801,232.169999939166,192.404833607649,0.171276075039566
"26",5.2552929802866,7.014814351,1111.99999969332,190.577606094853,0.828617260658801
"27",5.50241568762254,3.625140613,36.5299999944857,244.283746067169,5.68720903651912
"28",5.51254435282768,5.47478851,237.600000080214,246.780767410558,0.0386395931281364
"29",5.50324157494553,6.992757973,1087.71999972557,244.486406479396,0.775230384160374
"30",5.09804246856557,5.763088581,317.3300001421,162.701143315646,0.487280927605996
"31",5.36760782044977,5.784932262,324.360000130479,213.349491435034,0.342244754750246
"32",5.58329263528834,5.806248806,331.369999933296,264.945828367617,0.200453183990857
"33",5.8540068281591,5.848632898,345.759999999848,347.628480065836,0.00540397982990742
"34",6.09743713400387,5.928524747,374.599999874509,443.716559374172,0.184507633536617
"35",4.22893277185952,4.990296523,145.979999985195,67.6439343296528,0.536621904805364
"36",4.20769621610943,4.446291681,84.3100000067733,66.2015435063238,0.214784207080948
"37",4.21695950085348,4.330470148,74.9800000182747,66.8269426923942,0.108736427365876
"38",1.35565935919224,2.841998174,16.1500000066551,2.87931797751101,0.821714057193529
"39",1.99586582006025,1.778336449,4.92000000061619,6.35857146932368,0.292392574903927
"40",1.58447368925925,0,0,3.87672403072361,Inf
"41",2.22731475324777,1.650579856,4.21000000122291,8.27492714288201,0.96554088847466
"42",2.10076037660289,2.527702889,11.5247024349489,7.17238163843059,0.377651468320762
"43",2.88345783020935,3.230280058,24.2867377326006,16.8759785334064,0.305136049179902
