y_prep_linfresh,df_canada_fresh.lnwtp,wtp_y,wtp_ypred,TE
7.2272339942597705,6.226536669,504.9999998545423,1375.410075747962,172.3584309196294
7.220022959385025,6.180016654,482.00000016780746,1365.5204348168877,183.30299467665648
5.259403274282393,3.589059119,35.200000006091535,191.36666690396672,443.6553036103686
5.270189192302339,5.451767801,232.16999993916556,193.45274792859468,16.67625103188
5.267751750863341,7.014814351,1111.9999996933186,192.97935790746592,82.6457411905856
5.525206920135271,3.625140613,36.52999999448574,249.93825682718338,584.1999914177716
5.5255018198804535,5.47478851,237.6000000802135,250.01226936778158,5.2240190586606525
5.51118628527215,6.992757973,1087.7199997255746,246.44449278296932,77.34302092035213
5.07134966454326,5.763088581,317.3300001420997,158.38930432988442,50.0868798225954
5.365434800069113,5.784932262,324.36000013047936,212.88421133621836,34.36792105975396
5.5690410675558155,5.806248806,331.3699999332963,261.1825632903238,21.18098701062287
5.81663182664439,5.848632898,345.75999999984754,334.8389825984642,3.158554315533358
6.068893437187584,5.928524747,374.5999998745091,431.20215802960354,15.110026207703195
4.1591087214682005,4.990296523,145.97999998519535,63.014442468270175,56.833509744717894
4.154761333735528,4.446291681,84.31000000677332,62.736750920143585,25.58800745450905
4.157906176837743,4.330470148,74.98000001827474,62.93750851173767,16.06093825500397
1.3993030772649564,2.841998174,16.150000006655077,3.0523747903718386,81.09984650703393
2.046257413935266,1.778336449,4.920000000616187,6.738883402372051,36.96917482780619
1.611858438291592,0,0,4.012117288476287,Inf
2.2666381126815165,1.650579856,4.210000001222914,8.646914397658731,105.38989062106863
2.095170410864897,2.527702889,11.524702434948905,7.12682575162358,38.16043588239355
2.8924003653690717,3.230280058,24.286737732600557,17.036551996804217,29.852447931136815
